Tanggal,Unit Layanan Medis,Diagnosis Primer,Code,Kecamatan,total_pasien,block_code,cluster,jumlah_pasien_wilayah_scaled_scaled,Lat,Long
2023-11,Mata,"Conjunctivitis, unspecified",H10.9,Cigugur,253,Disorders of conjunctiva,2,-1.542490223,-7.683333,108.65
2023-11,Mata,Other corneal oedema,H18.2,Sidamulih,556,"Disorders of sclera, cornea, iris and ciliary body",0,-0.458286993,-7.642151948,108.6062757
2023-11,Mata,Other vitreous opacities,H43.3,Sidamulih,556,Disorders of vitreous body and globe,0,-0.458286993,-7.642151948,108.6062757
2023-11,Mata,Other vitreous opacities,H43.3,Cigugur,253,Disorders of vitreous body and globe,2,-1.542490223,-7.683333,108.65
2023-11,Mata,Aphakia,H27.0,Pangandaran,1105,Disorders of lens,1,1.506160443,-7.683333,108.7526647
2023-11,Mata,Traumatic cataract,H26.1,Cimerak,544,Disorders of lens,0,-0.501225735,-7.75108096,108.4391362
2023-11,Mata,Subjective visual disturbances,H53.1,Parigi,862,Visual disturbances and blindness,3,0.636650922,-7.641850648,108.5109654
2023-11,Mata,Conjunctival haemorrhage,H11.3,Kalipucang,733,Disorders of conjunctiva,3,0.175059448,-7.646028349,108.6953381
2023-11,Mata,Corneal ulcer,H16.0,Kalipucang,733,"Disorders of sclera, cornea, iris and ciliary body",3,0.175059448,-7.646028349,108.6953381
2023-11,Mata,Benign neoplasm of eye and adnexa,D31,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2023-11,Mata,"Disorder of refraction, unspecified",H52.7,Cigugur,253,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.542490223,-7.683333,108.65
2023-11,Mata,"Visual disturbance, unspecified",H53.9,Padaherang,578,Visual disturbances and blindness,0,-0.379565967,-7.549917432,108.4216188
2023-11,Mata,Benign neoplasm of eye and adnexa,D31,Langkaplancar,299,Other,2,-1.377891713,-7.486361775,108.694796
2023-11,Mata,"Keratitis, unspecified",H16.9,Sidamulih,556,"Disorders of sclera, cornea, iris and ciliary body",0,-0.458286993,-7.642151948,108.6062757
2023-11,Mata,Primary open-angle glaucoma,H40.1,Padaherang,578,Glaucoma,0,-0.379565967,-7.549917432,108.4216188
2023-11,Mata,Disorders of vitreous body,H43,Pangandaran,1105,Disorders of vitreous body and globe,1,1.506160443,-7.683333,108.7526647
2023-11,Mata,Retinal breaks without detachment,H33.3,Pangandaran,1105,Disorders of choroid and retina,1,1.506160443,-7.683333,108.7526647
2023-11,Mata,Foreign body on external eye,T15,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
2023-11,Mata,"Disorder of orbit, unspecified",H05.9,Padaherang,578,"Disorders of eyelid, lacrimal system and orbit",0,-0.379565967,-7.549917432,108.4216188
2023-11,Mata,Colour vision deficiencies,H53.5,Padaherang,578,Visual disturbances and blindness,0,-0.379565967,-7.549917432,108.4216188
2023-11,Mata,Vitreous prolapse,H43.0,Pangandaran,1105,Disorders of vitreous body and globe,1,1.506160443,-7.683333,108.7526647
2023-11,Mata,Other endophthalmitis,H44.1,Kalipucang,733,Disorders of vitreous body and globe,3,0.175059448,-7.646028349,108.6953381
2023-11,Mata,With ophthalmic complications,E11.3,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-11,Mata,"Disorder of eyelid, unspecified",H02.9,Padaherang,578,"Disorders of eyelid, lacrimal system and orbit",0,-0.379565967,-7.549917432,108.4216188
2023-11,Mata,Traumatic cataract,H26.1,Parigi,862,Disorders of lens,3,0.636650922,-7.641850648,108.5109654
2023-11,Mata,Colour vision deficiencies,H53.5,Pangandaran,1105,Visual disturbances and blindness,1,1.506160443,-7.683333,108.7526647
2023-11,Mata,Aphakia,H27.0,Cimerak,544,Disorders of lens,0,-0.501225735,-7.75108096,108.4391362
2023-11,Mata,Other benign neoplasms of connective and other soft tissue,D21,Langkaplancar,299,Other,2,-1.377891713,-7.486361775,108.694796
2023-11,Mata,Other strabismus,H50,Padaherang,578,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.379565967,-7.549917432,108.4216188
2023-11,Mata,Essential (primary) hypertension,I10,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
2023-11,Mata,Observation for other suspected diseases and conditions,Z03.8,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
2023-11,Mata,Benign neoplasm of other and unspecified sites,D36,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2023-11,Mata,"Disorder of refraction, unspecified",H52.7,Langkaplancar,299,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.377891713,-7.486361775,108.694796
2023-11,Mata,With ophthalmic complications,E11.3,Mangunjaya,230,Other,2,-1.624789478,-7.486361775,108.694796
2023-11,Mata,Other endophthalmitis,H44.1,Padaherang,578,Disorders of vitreous body and globe,0,-0.379565967,-7.549917432,108.4216188
2023-11,Mata,Astigmatism,H52.2,Cimerak,544,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.501225735,-7.75108096,108.4391362
2023-11,Mata,Amblyopia ex anopsia,H53.0,Parigi,862,Visual disturbances and blindness,3,0.636650922,-7.641850648,108.5109654
2023-11,Mata,Coloboma of iris,Q13.0,Cimerak,544,Other,0,-0.501225735,-7.75108096,108.4391362
2023-11,Mata,Retinal haemorrhage,H35.6,Sidamulih,556,Disorders of choroid and retina,0,-0.458286993,-7.642151948,108.6062757
2023-11,Mata,Other disorders of cornea,H18,Mangunjaya,230,"Disorders of sclera, cornea, iris and ciliary body",2,-1.624789478,-7.486361775,108.694796
2023-11,Mata,"Glaucoma, unspecified",H40.9,Kalipucang,733,Glaucoma,3,0.175059448,-7.646028349,108.6953381
2023-11,Mata,"Glaucoma, unspecified",H40.9,Mangunjaya,230,Glaucoma,2,-1.624789478,-7.486361775,108.694796
2023-12,Mata,"Conjunctivitis, unspecified",H10.9,Kalipucang,733,Disorders of conjunctiva,3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,"Senile cataract, unspecified",H25.9,Parigi,862,Disorders of lens,3,0.636650922,-7.641850648,108.5109654
2023-12,Mata,"Disorder of refraction, unspecified",H52.7,Cigugur,253,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.542490223,-7.683333,108.65
2023-12,Mata,Other disorders of cornea,H18,Sidamulih,556,"Disorders of sclera, cornea, iris and ciliary body",0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,Presence of intraocular lens,Z96.1,Cimerak,544,Presence of other functional implants,0,-0.501225735,-7.75108096,108.4391362
2023-12,Mata,Optic neuritis,H46,Langkaplancar,299,Disorders of optic nerve and visual pathways,2,-1.377891713,-7.486361775,108.694796
2023-12,Mata,Presence of intraocular lens,Z96.1,Pangandaran,1105,Presence of other functional implants,1,1.506160443,-7.683333,108.7526647
2023-12,Mata,"Senile cataract, unspecified",H25.9,Sidamulih,556,Disorders of lens,0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,Presence of intraocular lens,Z96.1,Padaherang,578,Presence of other functional implants,0,-0.379565967,-7.549917432,108.4216188
2023-12,Mata,"Keratitis, unspecified",H16.9,Padaherang,578,"Disorders of sclera, cornea, iris and ciliary body",0,-0.379565967,-7.549917432,108.4216188
2023-12,Mata,Pterygium,H11.0,Cigugur,253,Disorders of conjunctiva,2,-1.542490223,-7.683333,108.65
2023-12,Mata,Pterygium,H11.0,Padaherang,578,Disorders of conjunctiva,0,-0.379565967,-7.549917432,108.4216188
2023-12,Mata,Presence of intraocular lens,Z96.1,Kalipucang,733,Presence of other functional implants,3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,Presence of intraocular lens,Z96.1,Cijulang,343,Presence of other functional implants,2,-1.22044966,-7.727417462,108.4725217
2023-12,Mata,"Glaucoma, unspecified",H40.9,Pangandaran,1105,Glaucoma,1,1.506160443,-7.683333,108.7526647
2023-12,Mata,"Senile cataract, unspecified",H25.9,Kalipucang,733,Disorders of lens,3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,Other endophthalmitis,H44.1,Kalipucang,733,Disorders of vitreous body and globe,3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,Other endophthalmitis,H44.1,Pangandaran,1105,Disorders of vitreous body and globe,1,1.506160443,-7.683333,108.7526647
2023-12,Mata,Optic neuritis,H46,Kalipucang,733,Disorders of optic nerve and visual pathways,3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,"Senile cataract, unspecified",H25.9,Cimerak,544,Disorders of lens,0,-0.501225735,-7.75108096,108.4391362
2023-12,Mata,Corneal transplant status,Z94.7,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,Aphakia,H27.0,Sidamulih,556,Disorders of lens,0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,Myopia,H52.1,Sidamulih,556,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,Primary open-angle glaucoma,H40.1,Langkaplancar,299,Glaucoma,2,-1.377891713,-7.486361775,108.694796
2023-12,Mata,Presence of intraocular lens,Z96.1,Cigugur,253,Presence of other functional implants,2,-1.542490223,-7.683333,108.65
2023-12,Mata,Chalazion,H00.1,Cimerak,544,"Disorders of eyelid, lacrimal system and orbit",0,-0.501225735,-7.75108096,108.4391362
2023-12,Mata,Presence of intraocular lens,Z96.1,Parigi,862,Presence of other functional implants,3,0.636650922,-7.641850648,108.5109654
2023-12,Mata,Other vitreous opacities,H43.3,Pangandaran,1105,Disorders of vitreous body and globe,1,1.506160443,-7.683333,108.7526647
2023-12,Mata,Keratoconjunctivitis,H16.2,Sidamulih,556,"Disorders of sclera, cornea, iris and ciliary body",0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,Iridocyclitis in infectious and parasitic diseases classified elsewhere,H22.0,Kalipucang,733,"Disorders of sclera, cornea, iris and ciliary body",3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,"Disorder of eyelid, unspecified",H02.9,Sidamulih,556,"Disorders of eyelid, lacrimal system and orbit",0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,Essential (primary) hypertension,I10,Cimerak,544,Other,0,-0.501225735,-7.75108096,108.4391362
2023-12,Mata,With ophthalmic complications,E11.3,Cimerak,544,Other,0,-0.501225735,-7.75108096,108.4391362
2023-12,Mata,Myopia,H52.1,Kalipucang,733,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,Corneal ulcer,H16.0,Sidamulih,556,"Disorders of sclera, cornea, iris and ciliary body",0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,"Disorder of iris and ciliary body, unspecified",H21.9,Sidamulih,556,"Disorders of sclera, cornea, iris and ciliary body",0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,Corneal ulcer,H16.0,Cimerak,544,"Disorders of sclera, cornea, iris and ciliary body",0,-0.501225735,-7.75108096,108.4391362
2023-12,Mata,Hordeolum and chalazion,H00,Pangandaran,1105,"Disorders of eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647
2023-12,Mata,Pterygium,H11.0,Sidamulih,556,Disorders of conjunctiva,0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,Chalazion,H00.1,Padaherang,578,"Disorders of eyelid, lacrimal system and orbit",0,-0.379565967,-7.549917432,108.4216188
2023-12,Mata,"Disorder of refraction, unspecified",H52.7,Pangandaran,1105,"Disorders of ocular muscles, binocular movement, accommodation and refraction",1,1.506160443,-7.683333,108.7526647
2023-12,Mata,Pterygium,H11.0,Cijulang,343,Disorders of conjunctiva,2,-1.22044966,-7.727417462,108.4725217
2023-12,Mata,Optic atrophy,H47.2,Kalipucang,733,Disorders of optic nerve and visual pathways,3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,Optic atrophy,H47.2,Pangandaran,1105,Disorders of optic nerve and visual pathways,1,1.506160443,-7.683333,108.7526647
2023-12,Mata,"Senile cataract, unspecified",H25.9,Pangandaran,1105,Disorders of lens,1,1.506160443,-7.683333,108.7526647
2023-12,Mata,"Benign neoplasm: Eye, unspecified",D31.9,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,Vertigo of central origin,H81.4,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2023-12,Mata,Pterygium,H11.0,Langkaplancar,299,Disorders of conjunctiva,2,-1.377891713,-7.486361775,108.694796
2023-12,Mata,"Disorder of eyelid, unspecified",H02.9,Langkaplancar,299,"Disorders of eyelid, lacrimal system and orbit",2,-1.377891713,-7.486361775,108.694796
2023-12,Mata,Presbyopia,H52.4,Langkaplancar,299,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.377891713,-7.486361775,108.694796
2023-12,Mata,"Disorder of refraction, unspecified",H52.7,Langkaplancar,299,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.377891713,-7.486361775,108.694796
2023-12,Mata,Chalazion,H00.1,Pangandaran,1105,"Disorders of eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647
2023-12,Mata,Conjunctival haemorrhage,H11.3,Kalipucang,733,Disorders of conjunctiva,3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,Pterygium,H11.0,Cimerak,544,Disorders of conjunctiva,0,-0.501225735,-7.75108096,108.4391362
2023-12,Mata,Presbyopia,H52.4,Parigi,862,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.636650922,-7.641850648,108.5109654
2023-12,Mata,Presence of intraocular lens,Z96.1,Sidamulih,556,Presence of other functional implants,0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,Vitreous prolapse,H43.0,Pangandaran,1105,Disorders of vitreous body and globe,1,1.506160443,-7.683333,108.7526647
2023-12,Mata,Chalazion,H00.1,Sidamulih,556,"Disorders of eyelid, lacrimal system and orbit",0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,"Benign neoplasm: Eye, unspecified",D31.9,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2023-12,Mata,Optic atrophy,H47.2,Cijulang,343,Disorders of optic nerve and visual pathways,2,-1.22044966,-7.727417462,108.4725217
2023-12,Mata,Corneal ulcer,H16.0,Parigi,862,"Disorders of sclera, cornea, iris and ciliary body",3,0.636650922,-7.641850648,108.5109654
2023-12,Mata,"Disorder of eyelid, unspecified",H02.9,Kalipucang,733,"Disorders of eyelid, lacrimal system and orbit",3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,Optic atrophy,H47.2,Parigi,862,Disorders of optic nerve and visual pathways,3,0.636650922,-7.641850648,108.5109654
2023-12,Mata,"Disorder of refraction, unspecified",H52.7,Parigi,862,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.636650922,-7.641850648,108.5109654
2023-12,Mata,"Conjunctivitis, unspecified",H10.9,Padaherang,578,Disorders of conjunctiva,0,-0.379565967,-7.549917432,108.4216188
2023-12,Mata,Presence of intraocular lens,Z96.1,Langkaplancar,299,Presence of other functional implants,2,-1.377891713,-7.486361775,108.694796
2023-12,Mata,Aphakia,H27.0,Kalipucang,733,Disorders of lens,3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,Presbyopia,H52.4,Cimerak,544,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.501225735,-7.75108096,108.4391362
2023-12,Mata,"Glaucoma, unspecified",H40.9,Kalipucang,733,Glaucoma,3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,"Senile cataract, unspecified",H25.9,Cigugur,253,Disorders of lens,2,-1.542490223,-7.683333,108.65
2023-12,Mata,"Conjunctivitis, unspecified",H10.9,Langkaplancar,299,Disorders of conjunctiva,2,-1.377891713,-7.486361775,108.694796
2023-12,Mata,Presbyopia,H52.4,Pangandaran,1105,"Disorders of ocular muscles, binocular movement, accommodation and refraction",1,1.506160443,-7.683333,108.7526647
2023-12,Mata,Diabetic retinopathy,H36.0,Sidamulih,556,Disorders of choroid and retina,0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,Disorders of vitreous body,H43,Kalipucang,733,Disorders of vitreous body and globe,3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,Pterygium,H11.0,Pangandaran,1105,Disorders of conjunctiva,1,1.506160443,-7.683333,108.7526647
2023-12,Mata,"Disorder of refraction, unspecified",H52.7,Cimerak,544,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.501225735,-7.75108096,108.4391362
2023-12,Mata,Other specified surgical follow-up care,Z48.8,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2023-12,Mata,"Disorder of refraction, unspecified",H52.7,Cijulang,343,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.22044966,-7.727417462,108.4725217
2023-12,Mata,Foreign body on external eye,T15,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,"Keratitis, unspecified",H16.9,Kalipucang,733,"Disorders of sclera, cornea, iris and ciliary body",3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,Foreign body on external eye,T15,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2023-12,Mata,Chalazion,H00.1,Parigi,862,"Disorders of eyelid, lacrimal system and orbit",3,0.636650922,-7.641850648,108.5109654
2023-12,Mata,Astigmatism,H52.2,Cigugur,253,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.542490223,-7.683333,108.65
2023-12,Mata,Blepharitis,H01.0,Sidamulih,556,"Disorders of eyelid, lacrimal system and orbit",0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,With ophthalmic complications,E11.3,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-12,Mata,Entropion and trichiasis of eyelid,H02.0,Cigugur,253,"Disorders of eyelid, lacrimal system and orbit",2,-1.542490223,-7.683333,108.65
2023-12,Mata,"Disorder of eyelid, unspecified",H02.9,Padaherang,578,"Disorders of eyelid, lacrimal system and orbit",0,-0.379565967,-7.549917432,108.4216188
2023-12,Mata,"Senile cataract, unspecified",H25.9,Cijulang,343,Disorders of lens,2,-1.22044966,-7.727417462,108.4725217
2023-12,Mata,Aphakia,H27.0,Cimerak,544,Disorders of lens,0,-0.501225735,-7.75108096,108.4391362
2023-12,Mata,"Disorder of refraction, unspecified",H52.7,Padaherang,578,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.379565967,-7.549917432,108.4216188
2023-12,Mata,Optic neuritis,H46,Padaherang,578,Disorders of optic nerve and visual pathways,0,-0.379565967,-7.549917432,108.4216188
2023-12,Mata,"Stroke, not specified as haemorrhage or infarction",I64,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,Pterygium,H11.0,Kalipucang,733,Disorders of conjunctiva,3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,"Postprocedural disorder of eye and adnexa, unspecified",H59.9,Pangandaran,1105,Other disorders of eye and adnexa,1,1.506160443,-7.683333,108.7526647
2023-12,Mata,"Disorder of eyelid, unspecified",H02.9,Mangunjaya,230,"Disorders of eyelid, lacrimal system and orbit",2,-1.624789478,-7.486361775,108.694796
2023-12,Mata,Chalazion,H00.1,Langkaplancar,299,"Disorders of eyelid, lacrimal system and orbit",2,-1.377891713,-7.486361775,108.694796
2023-12,Mata,"Disorder of refraction, unspecified",H52.7,Kalipucang,733,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,Other visual disturbances,H53.8,Padaherang,578,Visual disturbances and blindness,0,-0.379565967,-7.549917432,108.4216188
2023-12,Mata,"Chorioretinal inflammation, unspecified",H30.9,Kalipucang,733,Disorders of choroid and retina,3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,Disorders of refraction and accommodation,H52,Pangandaran,1105,"Disorders of ocular muscles, binocular movement, accommodation and refraction",1,1.506160443,-7.683333,108.7526647
2023-12,Mata,With ophthalmic complications,E11.3,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,Disorders of orbit,H05,Kalipucang,733,"Disorders of eyelid, lacrimal system and orbit",3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,"Senile cataract, unspecified",H25.9,Padaherang,578,Disorders of lens,0,-0.379565967,-7.549917432,108.4216188
2023-12,Mata,Conjunctival haemorrhage,H11.3,Cimerak,544,Disorders of conjunctiva,0,-0.501225735,-7.75108096,108.4391362
2023-12,Mata,Presbyopia,H52.4,Sidamulih,556,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,"Senile cataract, unspecified",H25.9,Mangunjaya,230,Disorders of lens,2,-1.624789478,-7.486361775,108.694796
2023-12,Mata,Bullous keratopathy,H18.1,Pangandaran,1105,"Disorders of sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647
2023-12,Mata,Corneal ulcer,H16.0,Padaherang,578,"Disorders of sclera, cornea, iris and ciliary body",0,-0.379565967,-7.549917432,108.4216188
2023-12,Mata,"Glaucoma, unspecified",H40.9,Sidamulih,556,Glaucoma,0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,"Glaucoma, unspecified",H40.9,Mangunjaya,230,Glaucoma,2,-1.624789478,-7.486361775,108.694796
2023-12,Mata,"Disorder of refraction, unspecified",H52.7,Sidamulih,556,"Disorders of ocular muscles, binocular movement, accommodation and refraction",0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,Chalazion,H00.1,Kalipucang,733,"Disorders of eyelid, lacrimal system and orbit",3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,Other visual disturbances,H53.8,Pangandaran,1105,Visual disturbances and blindness,1,1.506160443,-7.683333,108.7526647
2023-12,Mata,"Foreign body on external eye, part unspecified",T15.9,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,Pterygium,H11.0,Parigi,862,Disorders of conjunctiva,3,0.636650922,-7.641850648,108.5109654
2023-12,Mata,Hereditary retinal dystrophy,H35.5,Cimerak,544,Disorders of choroid and retina,0,-0.501225735,-7.75108096,108.4391362
2023-12,Mata,Entropion and trichiasis of eyelid,H02.0,Pangandaran,1105,"Disorders of eyelid, lacrimal system and orbit",1,1.506160443,-7.683333,108.7526647
2023-12,Mata,"Conjunctivitis, unspecified",H10.9,Pangandaran,1105,Disorders of conjunctiva,1,1.506160443,-7.683333,108.7526647
2023-12,Mata,Other disorders of optic [2nd] nerve and visual pathways,H47,Sidamulih,556,Disorders of optic nerve and visual pathways,0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,Other disorders of lacrimal gland,H04.1,Kalipucang,733,"Disorders of eyelid, lacrimal system and orbit",3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,With ophthalmic complications,E11.3,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,Observation for other suspected diseases and conditions,Z03.8,Parigi,862,Other,3,0.636650922,-7.641850648,108.5109654
2023-12,Mata,"Disorder of refraction, unspecified",H52.7,Mangunjaya,230,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.624789478,-7.486361775,108.694796
2023-12,Mata,"Conjunctivitis, unspecified",H10.9,Cijulang,343,Disorders of conjunctiva,2,-1.22044966,-7.727417462,108.4725217
2023-12,Mata,Presence of intraocular lens,Z96.1,Mangunjaya,230,Presence of other functional implants,2,-1.624789478,-7.486361775,108.694796
2023-12,Mata,Keratoconjunctivitis,H16.2,Langkaplancar,299,"Disorders of sclera, cornea, iris and ciliary body",2,-1.377891713,-7.486361775,108.694796
2023-12,Mata,"Disorder of eye and adnexa, unspecified",H57.9,Cimerak,544,Other disorders of eye and adnexa,0,-0.501225735,-7.75108096,108.4391362
2023-12,Mata,With ophthalmic complications,E11.3,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2023-12,Mata,Corneal ulcer,H16.0,Pangandaran,1105,"Disorders of sclera, cornea, iris and ciliary body",1,1.506160443,-7.683333,108.7526647
2023-12,Mata,Optic neuritis,H46,Pangandaran,1105,Disorders of optic nerve and visual pathways,1,1.506160443,-7.683333,108.7526647
2023-12,Mata,Keratopathy (bullous aphakic) following cataract surgery,H59.0,Pangandaran,1105,Other disorders of eye and adnexa,1,1.506160443,-7.683333,108.7526647
2023-12,Mata,Myopia,H52.1,Parigi,862,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.636650922,-7.641850648,108.5109654
2023-12,Mata,Vitreous prolapse,H43.0,Sidamulih,556,Disorders of vitreous body and globe,0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,Vitreous prolapse,H43.0,Kalipucang,733,Disorders of vitreous body and globe,3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,Vitreous prolapse,H43.0,Cigugur,253,Disorders of vitreous body and globe,2,-1.542490223,-7.683333,108.65
2023-12,Mata,Other disorders of cornea,H18,Cimerak,544,"Disorders of sclera, cornea, iris and ciliary body",0,-0.501225735,-7.75108096,108.4391362
2023-12,Mata,Other endophthalmitis,H44.1,Parigi,862,Disorders of vitreous body and globe,3,0.636650922,-7.641850648,108.5109654
2023-12,Mata,Optic atrophy,H47.2,Mangunjaya,230,Disorders of optic nerve and visual pathways,2,-1.624789478,-7.486361775,108.694796
2023-12,Mata,"Keratitis, unspecified",H16.9,Cigugur,253,"Disorders of sclera, cornea, iris and ciliary body",2,-1.542490223,-7.683333,108.65
2023-12,Mata,With ophthalmic complications,E11.3,Cigugur,253,Other,2,-1.542490223,-7.683333,108.65
2023-12,Mata,Vitreous haemorrhage,H43.1,Kalipucang,733,Disorders of vitreous body and globe,3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,"Foreign body on external eye, part unspecified",T15.9,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,"Foreign body on external eye, part unspecified",T15.9,Pangandaran,1105,Other,1,1.506160443,-7.683333,108.7526647
2023-12,Mata,Benign neoplasm of meninges,D32,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
2023-12,Mata,Disorders of refraction and accommodation,H52,Cijulang,343,"Disorders of ocular muscles, binocular movement, accommodation and refraction",2,-1.22044966,-7.727417462,108.4725217
2023-12,Mata,Presbyopia,H52.4,Kalipucang,733,"Disorders of ocular muscles, binocular movement, accommodation and refraction",3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,Colour vision deficiencies,H53.5,Padaherang,578,Visual disturbances and blindness,0,-0.379565967,-7.549917432,108.4216188
2023-12,Mata,"Disorder of orbit, unspecified",H05.9,Cijulang,343,"Disorders of eyelid, lacrimal system and orbit",2,-1.22044966,-7.727417462,108.4725217
2023-12,Mata,Other vitreous opacities,H43.3,Mangunjaya,230,Disorders of vitreous body and globe,2,-1.624789478,-7.486361775,108.694796
2023-12,Mata,Other anophthalmos,Q11.1,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,Other specified surgical follow-up care,Z48.8,Cimerak,544,Other,0,-0.501225735,-7.75108096,108.4391362
2023-12,Mata,Optic neuritis,H46,Parigi,862,Disorders of optic nerve and visual pathways,3,0.636650922,-7.641850648,108.5109654
2023-12,Mata,Retinal detachments and breaks,H33,Pangandaran,1105,Disorders of choroid and retina,1,1.506160443,-7.683333,108.7526647
2023-12,Mata,Chalazion,H00.1,Cijulang,343,"Disorders of eyelid, lacrimal system and orbit",2,-1.22044966,-7.727417462,108.4725217
2023-12,Mata,Corneal ulcer,H16.0,Langkaplancar,299,"Disorders of sclera, cornea, iris and ciliary body",2,-1.377891713,-7.486361775,108.694796
2023-12,Mata,Benign neoplasm of eye and adnexa,D31,Kalipucang,733,Other,3,0.175059448,-7.646028349,108.6953381
2023-12,Mata,Essential (primary) hypertension,I10,Sidamulih,556,Other,0,-0.458286993,-7.642151948,108.6062757
